SLOT,Player,matched_player_name,Team,Week,match_status,ps_player_id,ps_player_name,ps_player_display_name,ps_position,ps_position_group,ps_headshot_url,ps_season,ps_week,ps_season_type,ps_game_id,ps_team,ps_opponent_team,ps_completions,ps_attempts,ps_passing_yards,ps_passing_tds,ps_passing_interceptions,ps_sacks_suffered,ps_sack_yards_lost,ps_sack_fumbles,ps_sack_fumbles_lost,ps_passing_air_yards,ps_passing_yards_after_catch,ps_passing_first_downs,ps_passing_epa,ps_passing_cpoe,ps_passing_2pt_conversions,ps_pacr,ps_carries,ps_rushing_yards,ps_rushing_tds,ps_rushing_fumbles,ps_rushing_fumbles_lost,ps_rushing_first_downs,ps_rushing_epa,ps_rushing_2pt_conversions,ps_receptions,ps_targets,ps_receiving_yards,ps_receiving_tds,ps_receiving_fumbles,ps_receiving_fumbles_lost,ps_receiving_air_yards,ps_receiving_yards_after_catch,ps_receiving_first_downs,ps_receiving_epa,ps_receiving_2pt_conversions,ps_racr,ps_target_share,ps_air_yards_share,ps_wopr,ps_special_teams_tds,ps_def_tackles_solo,ps_def_tackles_with_assist,ps_def_tackle_assists,ps_def_tackles_for_loss,ps_def_tackles_for_loss_yards,ps_def_fumbles_forced,ps_def_sacks,ps_def_sack_yards,ps_def_qb_hits,ps_def_interceptions,ps_def_interception_yards,ps_def_pass_defended,ps_def_tds,ps_def_fumbles,ps_def_safeties,ps_misc_yards,ps_fumble_recovery_own,ps_fumble_recovery_yards_own,ps_fumble_recovery_opp,ps_fumble_recovery_yards_opp,ps_fumble_recovery_tds,ps_penalties,ps_penalty_yards,ps_punt_returns,ps_punt_return_yards,ps_kickoff_returns,ps_kickoff_return_yards,ps_fg_made,ps_fg_att,ps_fg_missed,ps_fg_blocked,ps_fg_long,ps_fg_pct,ps_fg_made_0_19,ps_fg_made_20_29,ps_fg_made_30_39,ps_fg_made_40_49,ps_fg_made_50_59,ps_fg_made_60_,ps_fg_missed_0_19,ps_fg_missed_20_29,ps_fg_missed_30_39,ps_fg_missed_40_49,ps_fg_missed_50_59,ps_fg_missed_60_,ps_fg_made_list,ps_fg_missed_list,ps_fg_blocked_list,ps_fg_made_distance,ps_fg_missed_distance,ps_fg_blocked_distance,ps_pat_made,ps_pat_att,ps_pat_missed,ps_pat_blocked,ps_pat_pct,ps_gwfg_made,ps_gwfg_att,ps_gwfg_missed,ps_gwfg_blocked,ps_gwfg_distance,ps_fantasy_points,ps_fantasy_points_ppr,ps_rb_first_downs,ps_rush_10plus,dst_game_id,dst_team,dst_opponent_team,dst_fantasy_pts,dst_def_sacks,dst_def_interceptions,dst_fumble_recovery_opp,dst_def_tds,dst_def_safeties,dst_def_fumbles_forced,dst_def_qb_hits,dst_def_tackles_for_loss,dst_points_allowed
WR,DK Metcalf,DK Metcalf,WORD,3,matched,00-0035640,D.Metcalf,DK Metcalf,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tknefloqsleltfmslj2y",2025,3,REG,2025_03_PIT_NE,PIT,NE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,4,32,1,0,0,34,23,2,2.5927169783390127,0,0.9411764705882353,0.18181818181818182,0.2982456140350877,0.4814992025518341,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.2,12.2,0,0,,,,,,,,,,,,,
TE,Trey McBride,Trey McBride,WORD,3,matched,00-0037744,T.McBride,Trey McBride,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd7av3vdfs6q7ncjogac",2025,3,REG,2025_03_ARI_SF,ARI,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,8,43,1,0,0,28,27,2,0.6689519110950641,0,1.5357142857142858,0.23529411764705882,0.15819209039548024,0.4636756397474244,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,10.3,15.3,0,0,,,,,,,,,,,,,
FLEX,Jameson Williams,Jameson Williams,WORD,3,matched,00-0037240,J.Williams,Jameson Williams,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpjarmglg1jhwq5wr1uu",2025,3,REG,2025_03_DET_BAL,DET,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,3,43,0,0,0,54,4,2,4.47678966447711,0,0.7962962962962963,0.11538461538461539,0.2559241706161137,0.35222384250820266,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.3,6.3,0,0,,,,,,,,,,,,,
D/ST,Chiefs,KC Defense,WORD,3,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_03_KC_NYG,KC,NYG,10.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,6.0,9.0
K,Cam Little,Cam Little,WORD,3,matched,00-0039409,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfdod5cds77uznkotipk",2025,3,REG,2025_03_HOU_JAX,JAX,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,39,0.5,0,0,1,0,0,0,0,0,0,1,0,0,39,47,,39,47,0,2,2,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,
Bench,Emeka Egbuka,Emeka Egbuka,WORD,3,matched,00-0040129,E.Egbuka,Emeka Egbuka,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qolqqtwamffi0pi4np7h",2025,3,REG,2025_03_NYJ_TB,TB,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,6,8,85,0,0,0,92,21,4,4.30543331138324,0,0.9239130434782609,0.27586206896551724,0.39655172413793105,0.6913793103448276,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,8.5,14.5,0,0,,,,,,,,,,,,,
Bench,Stefon Diggs,Stefon Diggs,WORD,3,matched,00-0031588,S.Diggs,Stefon Diggs,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln",2025,3,REG,2025_03_PIT_NE,NE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,3,23,0,0,0,12,11,2,0.8276613488560542,0,1.9166666666666667,0.08333333333333333,0.057971014492753624,0.16557971014492753,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.3000000000000003,5.300000000000001,0,0,,,,,,,,,,,,,
Bench,Travis Etienne Jr.,Travis Etienne,WORD,3,matched,00-0036973,T.Etienne,Travis Etienne,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc0iljgj34piecyfueyd",2025,3,REG,2025_03_HOU_JAX,JAX,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,16,56,1,0,0,2,-1.761041485820897,0,0,2,0,0,0,0,-10,0,0,-1.255432094214484,0,-0.0,0.05263157894736842,-0.031746031746031744,0.05672514619883041,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.600000000000001,11.600000000000001,2,1,,,,,,,,,,,,,
Bench,Zach Charbonnet,Zach Charbonnet,WORD,3,bye_dnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bench,Brian Robinson Jr.,Brian Robinson,WORD,3,matched,00-0037746,B.Robinson,Brian Robinson,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1xhex1ytisxcbcggqu7",2025,3,REG,2025_03_ARI_SF,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,22,0,0,0,1,1.1212400480289944,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.2,2.2,1,1,,,,,,,,,,,,,
Bench,Ollie Gordon II,Ollie Gordon II,WORD,3,matched,00-0040198,O.Gordon,Ollie Gordon II,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bv33rgypaauv7sealwkr",2025,3,REG,2025_03_MIA_BUF,MIA,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9,38,1,0,0,4,2.2565005787764676,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.8,9.8,4,1,,,,,,,,,,,,,
Bench,Juwan Johnson,Juwan Johnson,WORD,3,matched,00-0036040,J.Johnson,Juwan Johnson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wuyyzdqkh5fve8t7kfuv",2025,3,REG,2025_03_NO_SEA,NO,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,6,8,51,0,0,0,33,28,3,1.056985862844158,0,1.5454545454545454,0.1951219512195122,0.09510086455331412,0.3592535320165882,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.1000000000000005,11.100000000000001,0,0,,,,,,,,,,,,,
IR,Joe Mixon,Joe Mixon,WORD,3,no_record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB,Jalen Hurts,Jalen Hurts,WORD,4,matched,00-0036389,J.Hurts,Jalen Hurts,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",2025,4,REG,2025_04_PHI_TB,PHI,TB,15,24,130,2,0,2,-18,0,0,167,82,10,-1.2928640485042706,-4.997034619251887,0,0.7784431137724551,9,62,0,1,0,4,1.5159345105639659,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,19.4,19.4,0,0,,,,,,,,,,,,,
RB,Kyren Williams,Kyren Williams,WORD,4,matched,00-0037840,K.Williams,Kyren Williams,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smsyrjrwy0lf0hu9hkvg",2025,4,REG,2025_04_IND_LA,LA,IND,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,13,77,0,1,1,6,-2.4008726074161677,0,3,4,17,0,0,0,0,13,1,-0.21732082520611584,0,0.0,0.1,0.0,0.15000000000000002,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.4,10.4,6,3,,,,,,,,,,,,,
RB,Kenneth Gainwell,Kenneth Gainwell,WORD,4,matched,00-0036919,K.Gainwell,Kenneth Gainwell,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f74x1ywy7oo5kq81vblh",2025,4,REG,2025_04_MIN_PIT,PIT,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,19,99,2,0,0,8,3.4166381612303667,0,6,6,35,0,0,0,7,28,0,-1.2287743944521892,0,5.0,0.2727272727272727,0.0958904109589041,0.47621419676214194,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,25.4,31.4,8,3,,,,,,,,,,,,,
WR,Ja'Marr Chase,Ja'Marr Chase,WORD,4,matched,00-0036900,J.Chase,Ja'Marr Chase,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw",2025,4,REG,2025_04_CIN_DEN,CIN,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,8,23,0,0,0,46,13,0,-4.0233415577095,0,0.5,0.36363636363636365,0.23,0.7064545454545454,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.3000000000000003,7.300000000000001,0,0,,,,,,,,,,,,,
WR,Emeka Egbuka,Emeka Egbuka,WORD,4,matched,00-0040129,E.Egbuka,Emeka Egbuka,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qolqqtwamffi0pi4np7h",2025,4,REG,2025_04_PHI_TB,TB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,0,0,0,0,0,-1.6245212280191481,0,4,10,101,1,0,0,148,41,2,0.3634860181482509,0,0.6824324324324325,0.2564102564102564,0.46394984326018807,0.7093802748975162,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,16.1,20.1,0,0,,,,,,,,,,,,,
TE,Trey McBride,Trey McBride,WORD,4,matched,00-0037744,T.McBride,Trey McBride,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd7av3vdfs6q7ncjogac",2025,4,REG,2025_04_SEA_ARI,ARI,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,7,11,52,0,0,0,79,12,4,1.4989108619629405,0,0.6582278481012658,0.275,0.3319327731092437,0.6448529411764706,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.2,12.2,0,0,,,,,,,,,,,,,
FLEX,Travis Etienne Jr.,Travis Etienne,WORD,4,matched,00-0036973,T.Etienne,Travis Etienne,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc0iljgj34piecyfueyd",2025,4,REG,2025_04_JAX_SF,JAX,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,19,124,1,0,0,6,-0.03030228120042011,0,1,2,1,0,0,0,-5,0,0,-1.6231672181165777,0,-0.2,0.06666666666666667,-0.025510204081632654,0.08214285714285716,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,18.5,19.5,5,4,,,,,,,,,,,,,
D/ST,Lions,DET Defense,WORD,4,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_04_CLE_DET,DET,CLE,13.0,3.0,2.0,1.0,0.0,0.0,1.0,9.0,4.0,10.0
K,Cam Little,Cam Little,WORD,4,matched,00-0039409,C.Little,Cam Little,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfdod5cds77uznkotipk",2025,4,REG,2025_04_JAX_SF,JAX,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,44,0.6666666666666666,0,1,0,1,0,0,0,0,0,1,0,0,26;44,47,,70,47,0,2,2,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,
Bench,DK Metcalf,DK Metcalf,WORD,4,matched,00-0035640,D.Metcalf,DK Metcalf,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tknefloqsleltfmslj2y",2025,4,REG,2025_04_MIN_PIT,PIT,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,5,126,1,0,0,34,92,5,10.055259016575292,0,3.7058823529411766,0.22727272727272727,0.4657534246575342,0.6669364881693648,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,18.6,23.6,0,0,,,,,,,,,,,,,
Bench,Jameson Williams,Jameson Williams,WORD,4,matched,00-0037240,J.Williams,Jameson Williams,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gpjarmglg1jhwq5wr1uu",2025,4,REG,2025_04_CLE_DET,DET,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,-3,0,0,0,0,-1.078693872783333,0,2,8,40,0,0,0,215,20,2,-5.344225572422147,0,0.18604651162790697,0.32,0.6869009584664537,0.9608306709265175,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,3.7,5.7,0,0,,,,,,,,,,,,,
Bench,Jaylen Warren,Jaylen Warren,WORD,4,bye_dnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bench,Zach Charbonnet,Zach Charbonnet,WORD,4,matched,00-0039165,Z.Charbonnet,Zach Charbonnet,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jqbzg5e8pdltbnb7hc8p",2025,4,REG,2025_04_SEA_ARI,SEA,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,12,39,1,0,0,4,-2.200231247211457,0,2,2,5,0,0,0,0,5,0,-1.288236141033698,0,0.0,0.08333333333333333,0.0,0.125,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,10.4,12.4,4,1,,,,,,,,,,,,,
Bench,Brian Robinson Jr.,Brian Robinson,WORD,4,matched,00-0037746,B.Robinson,Brian Robinson,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n1xhex1ytisxcbcggqu7",2025,4,REG,2025_04_JAX_SF,SF,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,5,21,0,0,0,0,0.19392081775004044,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.1,2.1,0,0,,,,,,,,,,,,,
Bench,Juwan Johnson,Juwan Johnson,WORD,4,matched,00-0036040,J.Johnson,Juwan Johnson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wuyyzdqkh5fve8t7kfuv",2025,4,REG,2025_04_NO_BUF,NO,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,3,28,0,0,0,14,14,2,1.0028592986636795,0,2.0,0.12,0.11290322580645161,0.25903225806451613,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.8000000000000003,5.800000000000001,0,0,,,,,,,,,,,,,
Bench,Kareem Hunt,Kareem Hunt,WORD,4,matched,00-0033923,K.Hunt,Kareem Hunt,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hktvzf8hiupoycyg1kmc",2025,4,REG,2025_04_BAL_KC,KC,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,13,34,0,0,0,4,1.8896384211839177,0,1,1,13,0,0,0,5,8,1,1.6619698573485948,0,2.6,0.02857142857142857,0.019305019305019305,0.05637065637065637,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.7,5.7,4,0,,,,,,,,,,,,,
IR,Joe Mixon,Joe Mixon,WORD,4,no_record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB,Jalen Hurts,Jalen Hurts,WORD,5,matched,00-0036389,J.Hurts,Jalen Hurts,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c47i9v6gmokkun9cat9s",2025,5,REG,2025_05_DEN_PHI,PHI,DEN,23,38,280,2,0,6,-23,0,0,416,117,11,0.5049775303469999,-2.2626442683709636,0,0.6730769230769231,2,3,0,0,0,0,-0.006929030176252127,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,19.500000000000004,19.500000000000004,0,0,,,,,,,,,,,,,
RB,Kyren Williams,Kyren Williams,WORD,5,matched,00-0037840,K.Williams,Kyren Williams,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/smsyrjrwy0lf0hu9hkvg",2025,5,REG,2025_05_SF_LA,LA,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,14,65,0,1,1,4,-5.587904882966541,0,8,10,66,2,0,0,36,36,3,3.031176222265274,0,1.8333333333333333,0.21739130434782608,0.06818181818181818,0.37381422924901186,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,23.1,31.1,5,1,,,,,,,,,,,,,
RB,Rico Dowdle,Rico Dowdle,WORD,5,matched,00-0036139,R.Dowdle,Rico Dowdle,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cvnrzndsiaojvvxz8vo5",2025,5,REG,2025_05_MIA_CAR,CAR,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,23,206,1,0,0,7,9.432883391797077,0,3,4,28,0,0,0,-3,30,1,0.9843833179329522,0,-9.333333333333334,0.14814814814814814,-0.012295081967213115,0.21361566484517303,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,29.400000000000002,32.400000000000006,8,6,,,,,,,,,,,,,
WR,Ja'Marr Chase,Ja'Marr Chase,WORD,5,matched,00-0036900,J.Chase,Ja'Marr Chase,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qya3dtjb5kgofcuj2tuw",2025,5,REG,2025_05_DET_CIN,CIN,DET,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,6,10,110,2,0,0,159,34,4,4.027798712195363,0,0.6918238993710691,0.25,0.4690265486725664,0.7033185840707965,0,3,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,23.0,29.0,0,0,,,,,,,,,,,,,
WR,Emeka Egbuka,Emeka Egbuka,WORD,5,matched,00-0040129,E.Egbuka,Emeka Egbuka,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qolqqtwamffi0pi4np7h",2025,5,REG,2025_05_TB_SEA,TB,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,7,7,163,1,0,0,131,32,6,17.061253147243523,1,1.2442748091603053,0.21875,0.5097276264591439,0.6849343385214007,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,24.3,31.3,0,0,,,,,,,,,,,,,
