SLOT,Player,matched_player_name,Team,Week,match_status,ps_player_id,ps_player_name,ps_player_display_name,ps_position,ps_position_group,ps_headshot_url,ps_season,ps_week,ps_season_type,ps_game_id,ps_team,ps_opponent_team,ps_completions,ps_attempts,ps_passing_yards,ps_passing_tds,ps_passing_interceptions,ps_sacks_suffered,ps_sack_yards_lost,ps_sack_fumbles,ps_sack_fumbles_lost,ps_passing_air_yards,ps_passing_yards_after_catch,ps_passing_first_downs,ps_passing_epa,ps_passing_cpoe,ps_passing_2pt_conversions,ps_pacr,ps_carries,ps_rushing_yards,ps_rushing_tds,ps_rushing_fumbles,ps_rushing_fumbles_lost,ps_rushing_first_downs,ps_rushing_epa,ps_rushing_2pt_conversions,ps_receptions,ps_targets,ps_receiving_yards,ps_receiving_tds,ps_receiving_fumbles,ps_receiving_fumbles_lost,ps_receiving_air_yards,ps_receiving_yards_after_catch,ps_receiving_first_downs,ps_receiving_epa,ps_receiving_2pt_conversions,ps_racr,ps_target_share,ps_air_yards_share,ps_wopr,ps_special_teams_tds,ps_def_tackles_solo,ps_def_tackles_with_assist,ps_def_tackle_assists,ps_def_tackles_for_loss,ps_def_tackles_for_loss_yards,ps_def_fumbles_forced,ps_def_sacks,ps_def_sack_yards,ps_def_qb_hits,ps_def_interceptions,ps_def_interception_yards,ps_def_pass_defended,ps_def_tds,ps_def_fumbles,ps_def_safeties,ps_misc_yards,ps_fumble_recovery_own,ps_fumble_recovery_yards_own,ps_fumble_recovery_opp,ps_fumble_recovery_yards_opp,ps_fumble_recovery_tds,ps_penalties,ps_penalty_yards,ps_punt_returns,ps_punt_return_yards,ps_kickoff_returns,ps_kickoff_return_yards,ps_fg_made,ps_fg_att,ps_fg_missed,ps_fg_blocked,ps_fg_long,ps_fg_pct,ps_fg_made_0_19,ps_fg_made_20_29,ps_fg_made_30_39,ps_fg_made_40_49,ps_fg_made_50_59,ps_fg_made_60_,ps_fg_missed_0_19,ps_fg_missed_20_29,ps_fg_missed_30_39,ps_fg_missed_40_49,ps_fg_missed_50_59,ps_fg_missed_60_,ps_fg_made_list,ps_fg_missed_list,ps_fg_blocked_list,ps_fg_made_distance,ps_fg_missed_distance,ps_fg_blocked_distance,ps_pat_made,ps_pat_att,ps_pat_missed,ps_pat_blocked,ps_pat_pct,ps_gwfg_made,ps_gwfg_att,ps_gwfg_missed,ps_gwfg_blocked,ps_gwfg_distance,ps_fantasy_points,ps_fantasy_points_ppr,ps_rb_first_downs,ps_rush_10plus,dst_game_id,dst_team,dst_opponent_team,dst_fantasy_pts,dst_def_sacks,dst_def_interceptions,dst_fumble_recovery_opp,dst_def_tds,dst_def_safeties,dst_def_fumbles_forced,dst_def_qb_hits,dst_def_tackles_for_loss,dst_points_allowed
RB,Derrick Henry,Derrick Henry,CATS,3,matched,00-0032764,D.Henry,Derrick Henry,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",2025,3,REG,2025_03_DET_BAL,BAL,DET,0,1,0,0,0,0,0,0,0,10,0,0,-0.4591185906319879,-33.69303643703461,0,0.0,12,50,1,1,1,2,-5.648319344909396,0,1,1,7,0,0,0,-2,9,0,0.36141569656319916,0,-3.5,0.03571428571428571,-0.007042253521126761,0.048641851106639836,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.7,10.7,3,1,,,,,,,,,,,,,
RB,Jordan Mason,Jordan Mason,CATS,3,matched,00-0037525,J.Mason,Jordan Mason,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixykwytfrfz1cdxlhj5w",2025,3,REG,2025_03_CIN_MIN,MIN,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,16,116,2,0,0,7,5.110695545328781,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,23.6,23.6,7,4,,,,,,,,,,,,,
WR,Puka Nacua,Puka Nacua,CATS,3,matched,00-0039075,P.Nacua,Puka Nacua,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvi4hdm6fywcekfe7ceb",2025,3,REG,2025_03_LA_PHI,LA,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,6,0,0,0,0,0.2866294828709215,0,11,15,112,0,0,0,131,37,7,6.380283648028003,0,0.8549618320610687,0.45454545454545453,0.7797619047619048,1.227651515151515,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.8,22.8,0,0,,,,,,,,,,,,,
WR,Jaxon Smith-Njigba,Jaxon Smith-Njigba,CATS,3,matched,00-0038543,J.Smith-Njigba,Jaxon Smith-Njigba,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpvhsregfvw46mlyckzj",2025,3,REG,2025_03_NO_SEA,SEA,NO,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,6,96,1,0,0,87,21,4,7.537608480255809,0,1.103448275862069,0.3,0.5337423312883436,0.8236196319018405,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,15.600000000000001,20.6,0,0,,,,,,,,,,,,,
TE,Travis Kelce,Travis Kelce,CATS,3,matched,00-0030506,T.Kelce,Travis Kelce,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",2025,3,REG,2025_03_KC_NYG,KC,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,4,7,26,0,0,0,31,20,2,0.06713920790934935,0,0.8387096774193549,0.2,0.09717868338557993,0.368025078369906,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.6,6.6,0,0,,,,,,,,,,,,,
FLEX,Breece Hall,Breece Hall,CATS,3,matched,00-0038120,B.Hall,Breece Hall,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m3dviruymtm2wl2zcpmr",2025,3,REG,2025_03_NYJ_TB,NYJ,TB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9,21,0,0,0,1,-3.437145115749445,0,4,6,31,0,0,0,12,26,2,-0.1699594384408556,0,2.5833333333333335,0.17142857142857143,0.07453416149068323,0.30931677018633535,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.2,9.2,1,1,,,,,,,,,,,,,
D/ST,Seahawks,SEA Defense,CATS,3,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_03_NO_SEA,SEA,NO,8.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,13.0
K,Brandon Aubrey,Brandon Aubrey,CATS,3,matched,00-0037692,B.Aubrey,Brandon Aubrey,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynyyootbeabm5sx4ejgt",2025,3,REG,2025_03_DAL_CHI,DAL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,53,1.0,0,0,1,0,1,0,0,0,0,0,0,0,53;33,,,86,0,0,0,0,0,0,,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,
Bench,Tee Higgins,Tee Higgins,CATS,3,matched,00-0036410,T.Higgins,Tee Higgins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flr9f8oqigbyroeaubxb",2025,3,REG,2025_03_CIN_MIN,CIN,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,2,15,0,0,0,39,3,1,1.8830977743342598,0,0.38461538461538464,0.07692307692307693,0.3023255813953488,0.3270125223613596,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.5,2.5,0,0,,,,,,,,,,,,,
Bench,RJ Harvey,RJ Harvey,CATS,3,matched,00-0040730,R.Harvey,RJ Harvey,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1qxzydetb2orrynzvzk",2025,3,REG,2025_03_DEN_LAC,DEN,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,2,0,0,0,0,-1.2854487369768322,0,3,3,14,0,0,0,-6,20,0,-2.1578286685980856,0,-2.3333333333333335,0.13043478260869565,-0.022304832713754646,0.18003879101341522,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.6,4.6,0,0,,,,,,,,,,,,,
Bench,Deebo Samuel,Deebo Samuel Sr.,CATS,3,matched,00-0035719,D.Samuel,Deebo Samuel Sr.,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw",2025,3,REG,2025_03_LV_WAS,WAS,LV,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,18,0,0,0,0,0.6444433077704161,0,2,3,11,0,0,0,6,23,0,1.7061866358853877,0,1.8333333333333333,0.16666666666666666,0.0379746835443038,0.27658227848101263,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.9000000000000004,4.9,0,0,,,,,,,,,,,,,
Bench,Nick Chubb,Nick Chubb,CATS,3,matched,00-0034791,N.Chubb,Nick Chubb,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h5y74trx6l8ivpkbmrkt",2025,3,REG,2025_03_HOU_JAX,HOU,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,9,38,0,0,0,1,-1.0830672279116698,0,3,4,2,0,0,0,-7,4,0,-1.7884975471533835,0,-0.2857142857142857,0.1111111111111111,-0.024305555555555556,0.14965277777777777,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.0,7.0,1,0,,,,,,,,,,,,,
Bench,Dalton Kincaid,Dalton Kincaid,CATS,3,matched,00-0038933,D.Kincaid,Dalton Kincaid,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwkeaiecuyafkidllebz",2025,3,REG,2025_03_MIA_BUF,BUF,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,6,66,1,0,0,41,43,4,4.983166239806451,0,1.6097560975609757,0.2222222222222222,0.36936936936936937,0.5918918918918918,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,12.600000000000001,17.6,0,0,,,,,,,,,,,,,
Bench,Ravens,BAL Defense,CATS,3,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_03_DET_BAL,BAL,DET,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0
Bench,Justin Fields,Justin Fields,CATS,3,bye_dnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR,Joe Burrow,Joe Burrow,CATS,3,bye_dnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB,Justin Fields,Justin Fields,CATS,4,matched,00-0036945,J.Fields,Justin Fields,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbteankooq2c33yquq2j",2025,4,REG,2025_04_NYJ_MIA,NYJ,MIA,20,27,226,1,0,2,-19,1,1,205,86,12,5.608728678049778,5.086048664870085,0,1.102439024390244,7,81,1,0,0,3,8.154663601468318,1,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,27.14,27.14,0,0,,,,,,,,,,,,,
RB,Derrick Henry,Derrick Henry,CATS,4,matched,00-0032764,D.Henry,Derrick Henry,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",2025,4,REG,2025_04_BAL_KC,BAL,KC,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,8,42,0,0,0,2,-1.2866499875090085,0,2,3,16,0,0,0,-2,15,0,0.4882830965798348,0,-8.0,0.1,-0.012658227848101266,0.14113924050632914,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.800000000000001,7.800000000000001,2,2,,,,,,,,,,,,,
RB,Jordan Mason,Jordan Mason,CATS,4,matched,00-0037525,J.Mason,Jordan Mason,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixykwytfrfz1cdxlhj5w",2025,4,REG,2025_04_MIN_PIT,MIN,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,16,57,0,1,0,5,-0.3058713462378364,0,3,3,15,0,0,0,-10,25,1,-0.1329288121778518,0,-1.5,0.07142857142857142,-0.029850746268656716,0.08624733475479744,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.2,10.2,5,0,,,,,,,,,,,,,
WR,Puka Nacua,Puka Nacua,CATS,4,matched,00-0039075,P.Nacua,Puka Nacua,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvi4hdm6fywcekfe7ceb",2025,4,REG,2025_04_IND_LA,LA,IND,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,13,15,170,1,0,0,172,53,8,13.546861734212143,0,0.9883720930232558,0.375,0.5029239766081871,0.9145467836257309,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,23.0,36.0,0,0,,,,,,,,,,,,,
WR,Jaxon Smith-Njigba,Jaxon Smith-Njigba,CATS,4,matched,00-0038543,J.Smith-Njigba,Jaxon Smith-Njigba,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpvhsregfvw46mlyckzj",2025,4,REG,2025_04_SEA_ARI,SEA,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,11,0,0,0,0,-0.18752721464261413,0,4,5,79,0,0,0,78,8,4,7.256099363439716,0,1.0128205128205128,0.20833333333333334,0.3291139240506329,0.542879746835443,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.0,13.0,0,0,,,,,,,,,,,,,
TE,Travis Kelce,Travis Kelce,CATS,4,matched,00-0030506,T.Kelce,Travis Kelce,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5",2025,4,REG,2025_04_BAL_KC,KC,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5,5,48,0,0,0,16,32,2,3.232848471001489,0,3.0,0.14285714285714285,0.06177606177606178,0.2575289575289575,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.800000000000001,9.8,0,0,,,,,,,,,,,,,
FLEX,Breece Hall,Breece Hall,CATS,4,matched,00-0038120,B.Hall,Breece Hall,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m3dviruymtm2wl2zcpmr",2025,4,REG,2025_04_NYJ_MIA,NYJ,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,14,81,0,0,0,3,0.454635631700512,0,5,6,30,0,0,0,27,12,2,-1.606108850275632,0,1.1111111111111112,0.2222222222222222,0.13170731707317074,0.42552845528455285,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.100000000000001,16.1,3,2,,,,,,,,,,,,,
D/ST,Seahawks,SEA Defense,CATS,4,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_04_SEA_ARI,SEA,ARI,11.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,5.0,20.0
K,Brandon Aubrey,Brandon Aubrey,CATS,4,matched,00-0037692,B.Aubrey,Brandon Aubrey,K,SPEC,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ynyyootbeabm5sx4ejgt",2025,4,REG,2025_04_GB_DAL,DAL,GB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,1.0,0,1,0,0,0,0,0,0,0,0,0,0,22,,,22,0,0,5,5,0,0,1.0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,
Bench,Tee Higgins,Tee Higgins,CATS,4,matched,00-0036410,T.Higgins,Tee Higgins,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/flr9f8oqigbyroeaubxb",2025,4,REG,2025_04_CIN_DEN,CIN,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,6,32,0,0,0,79,6,1,-1.938622878810417,0,0.4050632911392405,0.2727272727272727,0.395,0.685590909090909,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,3.2,6.2,0,0,,,,,,,,,,,,,
Bench,RJ Harvey,RJ Harvey,CATS,4,matched,00-0040730,R.Harvey,RJ Harvey,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/i1qxzydetb2orrynzvzk",2025,4,REG,2025_04_CIN_DEN,DEN,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,14,58,0,0,0,3,-3.019582283915952,0,4,5,40,1,0,0,15,39,3,4.66676245664712,0,2.6666666666666665,0.11904761904761904,0.05357142857142857,0.21607142857142855,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,15.8,19.8,3,0,,,,,,,,,,,,,
Bench,Deebo Samuel,Deebo Samuel Sr.,CATS,4,matched,00-0035719,D.Samuel,Deebo Samuel Sr.,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ntgyhqg6hq7fanhhsqiw",2025,4,REG,2025_04_WAS_ATL,WAS,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,9,0,0,0,1,-0.46442854148335755,0,6,6,72,1,1,0,69,3,4,8.256347881535827,0,1.0434782608695652,0.25,0.24125874125874125,0.5438811188811189,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,14.1,20.1,0,0,,,,,,,,,,,,,
Bench,Nick Chubb,Nick Chubb,CATS,4,matched,00-0034791,N.Chubb,Nick Chubb,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h5y74trx6l8ivpkbmrkt",2025,4,REG,2025_04_TEN_HOU,HOU,TEN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,13,47,0,0,0,2,-2.965522112499457,0,2,2,15,0,0,0,9,6,0,1.1792816289234906,0,1.6666666666666667,0.07142857142857142,0.04945054945054945,0.14175824175824175,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,6.2,8.2,2,1,,,,,,,,,,,,,
Bench,Dalton Kincaid,Dalton Kincaid,CATS,4,matched,00-0038933,D.Kincaid,Dalton Kincaid,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwkeaiecuyafkidllebz",2025,4,REG,2025_04_NO_BUF,BUF,NO,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,2,28,1,0,0,37,11,1,2.4895426784059964,0,0.7567567567567568,0.09090909090909091,0.16517857142857142,0.25198863636363633,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,8.8,9.8,0,0,,,,,,,,,,,,,
Bench,Ravens,BAL Defense,CATS,4,dst_matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025_04_BAL_KC,BAL,KC,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,37.0
Bench,Jared Goff,Jared Goff,CATS,4,matched,00-0033106,J.Goff,Jared Goff,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yggfwr4ak4po9byj0qor",2025,4,REG,2025_04_CLE_DET,DET,CLE,16,27,168,2,1,0,0,0,0,313,76,8,-1.0221093465403952,-0.491202712059021,0,0.536741214057508,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,12.719999999999999,12.719999999999999,0,0,,,,,,,,,,,,,
IR,Joe Burrow,Joe Burrow,CATS,4,bye_dnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB,Justin Fields,Justin Fields,CATS,5,matched,00-0036945,J.Fields,Justin Fields,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fbteankooq2c33yquq2j",2025,5,REG,2025_05_DAL_NYJ,NYJ,DAL,32,46,283,2,0,5,-49,0,0,308,110,14,3.908267046055964,5.117593841119246,2,0.9188311688311688,7,26,0,0,0,3,-1.126592796528712,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,25.92,25.92,0,0,,,,,,,,,,,,,
RB,Derrick Henry,Derrick Henry,CATS,5,matched,00-0032764,D.Henry,Derrick Henry,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",2025,5,REG,2025_05_HOU_BAL,BAL,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,15,33,1,0,0,3,-4.631131752335932,0,0,1,0,0,0,0,0,0,0,-6.30845724302344,0,,0.05,0.0,0.07500000000000001,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.3,9.3,3,0,,,,,,,,,,,,,
